('n', 'd', 'v') 40
('e', 'r', 'r') 1
('f', 'z', 'v') 1
('r', 'd', 'p') 1
('ns', 'r', 'x') 1
('v', 'ul', 'm') 1
('a', 'n', 'i') 1
('n', 'q', 'uj') 1
('zg', 'x', 'n') 1
('r', 'v', 'nz') 1
('v', 'q', 'c') 1
('ns', 't', 'v') 1
('i', 'v', 'v') 1
('l', 'v', 'n') 1
('d', 'd', 'f') 1
('n', 'v', 't') 1
('uj', 'n', 'nr') 1
('c', 'r', 't') 1
('v', 'v', 'vn') 1
('v', 'ug', 'r') 1
('q', 'v', 'uj') 1
('uj', 'vn', 'i') 1
('r', 'b', 'uj') 1
('d', 'a', 'd') 1
('n', 'm', 'y') 1
('s', 'd', 'uj') 1
('uj', 'n', 'u') 1
('z', 'd', 'v') 1
('ng', 'v', 'n') 1
('v', 'ul', 't') 1
('v', 'i', 'uj') 1
('ul', 't', 'v') 1
('r', 'v', 'l') 1
('f', 's', 'd') 1
('nr', 'nr', 'n') 1
('n', 'v', 'ug') 1
('v', 'ng', 'p') 1
('n', 'zg', 'd') 1
('d', 'm', 'nz') 1
('t', 'n', 'n') 1
('r', 'e', 'a') 1
('v', 'f', 'm') 1
('v', 'c', 'a') 1
('a', 'v', 'c') 1
('c', 'v', 'ud') 1
('f', 'v', 'x') 1
('zg', 'n', 'd') 1
('r', 'i', 'n') 1
('vn', 'c', 'n') 1
('uj', 'n', 'l') 1
('p', 'ns', 'n') 1
('yg', 'v', 'd') 1
('m', 'v', 'c') 1
('r', 'n', 'ns') 1
('a', 'uj', 'r') 1
('vn', 'n', 'uj') 1
('t', 'd', 'r') 1
('nr', 'f', 'uj') 1
('uj', 'v', 'v') 1
('n', 'd', 'nr') 1
('v', 'l', 'c') 1
('d', 'd', 'ns') 1
('n', 'n', 'i') 1
('m', 'v', 'uj') 1
('n', 'v', 'df') 1
('x', 'n', 'y') 1
('g', 'uv', 'v') 1
('d', 'v', 'vn') 1
('n', 'zg', 'm') 1
('a', 'nr', 'f') 1
('m', 'r', 'b') 1
('p', 'v', 'n') 1
('v', 'v', 'j') 1
('c', 'v', 'ul') 1
('y', 'eng', 'x') 1
('df', 'p', 'r') 1
('dg', 'a', 'r') 1
('r', 'r', 'nr') 1
('v', 'm', 'eng') 1
('t', 'r', 'v') 1
('c', 'zg', 'df') 1
('n', 'd', 'nz') 1
('x', 'x', 'n') 1
('p', 'v', 'q') 1
('x', 'd', 'v') 1
('v', 's', 'v') 1
('l', 'm', 'nr') 1
('ul', 'v', 'nr') 1
('l', 'n', 'vn') 1
('vn', 'r', 'n') 1
('t', 'nr', 'v') 1
('e', 'b', 'n') 1
('c', 'r', 'ns') 1
('uj', 'vn', 'ul') 1
('vn', 'v', 'v') 1
('d', 'd', 'zg') 1
('v', 'v', 'f') 1
('c', 'm', 'uj') 1
('uv', 'v', 'd') 1
('c', 'n', 'ns') 1
('v', 'd', 't') 1
('v', 'ul', 'z') 1
('b', 'uj', 'nz') 1
('v', 'q', 'r') 1
('ng', 'u', 'v') 1
('v', 'df', 'v') 1
('p', 'ns', 't') 1
('m', 'v', 's') 1
('c', 'nr', 'a') 1
('d', 'n', 'ul') 1
('r', 'x', 'b') 1
('df', 't', 'n') 1
('m', 'r', 'uj') 1
('r', 'r', 'n') 1
('n', 'ul', 'v') 1
('v', 'r', 'ul') 1
('vn', 'c', 'd') 1
('c', 'a', 'd') 1
('v', 'n', 'u') 1
('b', 'v', 'v') 1
('ul', 'd', 'an') 1
('uj', 'r', 'r') 1
('uj', 'a', 'q') 1
('e', 'n', 'r') 1
('n', 'ns', 'v') 1
('nrt', 'n', 'v') 1
('a', 'r', 't') 1
('t', 'v', 'n') 1
('nr', 'd', 'c') 1
('zg', 'n', 'v') 1
('zg', 'v', 'v') 1
('ul', 'ns', 'n') 1
('df', 'r', 'd') 1
('n', 'x', 'uj') 1
('p', 'y', 'r') 1
('r', 'ns', 'ul') 1
('v', 'v', 'an') 1
('c', 'zg', 'a') 1
('u', 'v', 'uj') 1
('ns', 'y', 'c') 1
('nrt', 'd', 'r') 1
('p', 'm', 'v') 1
('n', 's', 'uj') 1
('p', 's', 'd') 1
('d', 't', 'ns') 1
('j', 'd', 'v') 1
('ul', 'r', 'n') 1
('q', 'd', 'ug') 1
('q', 'b', 'uj') 1
('r', 'm', 'm') 1
('v', 't', 'd') 1
('r', 'd', 'l') 1
('x', 'u', 'r') 1
('t', 'f', 'ns') 1
('eng', 'uj', 'n') 1
('v', 'd', 'i') 1
('v', 'n', 'f') 1
('v', 'z', 'n') 1
('q', 'd', 'd') 1
('r', 's', 'm') 1
('yg', 'v', 'f') 1
('d', 'd', 'nz') 1
('x', 'c', 'nr') 1
('v', 'zg', 'i') 1
('f', 'i', 'n') 1
('n', 'nr', 'v') 1
('m', 'f', 'd') 1
('f', 'm', 'm') 1
('q', 'uj', 'n') 1
('n', 'n', 'a') 1
('q', 'n', 'c') 1
('n', 'dg', 'a') 1
('r', 'm', 't') 1
('d', 'r', 'e') 1
('v', 'ul', 'y') 1
('n', 'ns', 'f') 1
('ud', 'v', 'c') 1
('uj', 'n', 'dg') 1
('s', 'v', 'v') 1
('v', 'a', 'v') 1
('m', 'nr', 'uj') 1
('p', 'n', 'r') 1
('r', 'n', 'nr') 1
('t', 'n', 'c') 1
('p', 'nr', 'n') 1
('v', 'p', 'ns') 1
('t', 'c', 'n') 1
('r', 'vn', 'v') 1
('n', 'p', 'l') 1
('i', 'v', 's') 1
('d', 'uv', 'v') 1
('m', 'p', 'n') 1
('x', 'b', 'd') 1
('v', 'n', 'ad') 1
('nr', 'q', 'uj') 1
('p', 'nr', 'a') 1
('p', 'n', 'e') 1
('p', 'd', 'r') 1
('t', 'm', 'n') 1
('uj', 'nr', 'ng') 1
('f', 'm', 'v') 1
('r', 'p', 'nr') 1
('d', 'zg', 'v') 1
('n', 'f', 'z') 1
('s', 'm', 'n') 1
('m', 'zg', 'v') 1
('n', 'f', 'i') 1
('ng', 'v', 'ul') 1
('m', 'd', 'zg') 1
('r', 'j', 'ul') 1
('y', 'v', 'x') 1
('d', 'd', 'm') 1
('n', 'i', 'uv') 1
('d', 'd', 'ad') 1
('r', 'x', 'q') 1
('nr', 'r', 'd') 1
('n', 'd', 'uj') 1
('r', 't', 'uj') 1
('v', 'ud', 'r') 1
('p', 'p', 'r') 1
('x', 'n', 'd') 1
('n', 'm', 'nz') 1
('d', 'v', 't') 1
('ul', 'd', 'd') 1
('zg', 'vn', 'd') 1
('n', 'u', 'l') 1
('v', 'v', 's') 1
('zg', 'c', 'n') 1
('ul', 'l', 'n') 1
('n', 'uj', 'a') 1
('x', 'x', 'p') 1
('l', 'ns', 'y') 1
('v', 'v', 'ng') 1
('f', 'm', 'd') 1
('ns', 'v', 'n') 1
('q', 'yg', 'f') 1
('ud', 'r', 'n') 1
('c', 'nr', 'n') 1
('i', 'zg', 's') 1
('d', 'nr', 'm') 1
('r', 'vg', 'ul') 1
('v', 'vg', 'r') 1
('v', 'r', 'l') 1
('r', 'uj', 'nz') 1
('a', 'c', 'd') 1
('n', 'q', 'd') 1
('m', 'n', 'ud') 1
('uj', 's', 'f') 1
('uv', 'v', 'ul') 1
('d', 'nz', 'y') 1
('v', 'ul', 'p') 1
('m', 'nr', 'r') 1
('m', 'y', 'v') 1
('zg', 'n', 'm') 1
('zg', 'p', 'v') 1
('ud', 'a', 'uj') 1
('b', 'n', 'f') 1
('r', 'u', 'd') 1
('n', 'vn', 'c') 1
('eng', 'x', 'y') 1
('d', 'v', 'nz') 1
('s', 'uj', 'm') 1
('n', 'n', 'ns') 1
('ul', 'v', 'c') 1
('v', 'i', 'v') 1
('d', 'p', 'n') 1
('r', 'uj', 'nr') 1
('v', 'nr', 'm') 1
('v', 'ng', 'uj') 1
('v', 'z', 'ng') 1
('d', 'c', 'r') 1
('nr', 'f', 'vn') 1
('n', 'l', 'r') 1
('d', 'n', 'u') 1
('v', 'n', 'zg') 1
('ul', 'z', 'uj') 1
('v', 'r', 'u') 1
('a', 'ul', 'y') 1
('j', 'v', 'ul') 1
('ns', 'd', 'ns') 1
('n', 'p', 't') 1
('r', 'v', 'uv') 1
('u', 'r', 'p') 1
('v', 'n', 'l') 1
('ns', 'f', 'r') 1
('e', 'a', 't') 1
('uj', 't', 'c') 1
('v', 'nr', 'd') 1
('u', 'l', 'd') 1
('t', 'v', 'c') 1
('nr', 'a', 'n') 1
('l', 'f', 'n') 1
('c', 'd', 'd') 1
('d', 'c', 'nz') 1
('uj', 'v', 'x') 1
('f', 'n', 'd') 1
('r', 'a', 'uv') 1
('y', 'o', 'n') 1
('x', 'p', 'n') 1
('c', 'nz', 'uj') 1
('m', 'v', 'ns') 1
('eng', 'n', 'zg') 1
('o', 'n', 'e') 1
('ul', 'r', 'p') 1
('v', 'ul', 'ns') 1
('n', 'n', 'm') 1
('vn', 'v', 'a') 1
('p', 'mq', 'n') 1
('y', 'd', 'v') 1
('c', 'r', 'm') 1
('n', 'd', 'uv') 1
('ul', 'i', 'zg') 1
('zg', 'q', 'n') 1
('j', 'd', 'd') 1
('d', 'c', 't') 1
('v', 'r', 'vg') 1
('s', 'd', 'v') 1
('d', 'an', 'u') 1
('n', 'e', 'v') 1
('ng', 'n', 'a') 1
('t', 'm', 'v') 1
('n', 'b', 'd') 1
('p', 'nr', 'x') 1
('zg', 'i', 'v') 1
('c', 'd', 'nrt') 1
('yg', 'd', 'd') 1
('ns', 'f', 's') 1
('uj', 'nr', 'a') 1
('d', 'nrt', 'n') 1
('r', 'c', 'm') 1
('df', 'v', 'nr') 1
('p', 'd', 'vn') 1
('nr', 'v', 'nr') 1
('s', 'n', 'd') 1
('v', 'n', 'vn') 1
('eng', 'v', 'n') 1
('q', 'c', 'd') 1
('vg', 'r', 'n') 1
('m', 'n', 'y') 1
('m', 'uj', 'l') 1
('t', 'd', 'l') 1
('ns', 'uj', 'eng') 1
('d', 'm', 'ul') 1
('p', 'y', 'n') 1
('n', 'a', 'ul') 1
('v', 'ns', 'f') 1
('d', 'p', 'd') 1
('ad', 'v', 'c') 1
('m', 'x', 'v') 1
('zg', 'df', 'p') 1
('r', 'x', 'n') 1
('uj', 'p', 'z') 1
('p', 'f', 'n') 1
('q', 'n', 'n') 1
('nr', 'ns', 'm') 1
('x', 'd', 'z') 1
('vg', 'm', 'd') 1
('n', 'x', 'v') 1
('r', 'd', 'nz') 1
('l', 'n', 'f') 1
('c', 'n', 'zg') 1
('x', 'v', 'd') 1
('r', 'v', 'f') 1
('a', 'vn', 'm') 1
('ns', 'm', 'e') 1
('s', 'n', 'm') 1
('d', 'i', 'c') 1
('nz', 'v', 'ns') 1
('a', 'n', 'f') 1
('ns', 'v', 'd') 1
('j', 'v', 'v') 1
('vn', 'i', 'uv') 1
('r', 'c', 'd') 1
('l', 'zg', 'c') 1
('v', 'r', 'j') 1
('r', 'a', 'ng') 1
('c', 'd', 'n') 1
('r', 'm', 'zg') 1
('u', 'r', 'v') 1
('p', 'm', 't') 1
('n', 'uj', 'vn') 1
('d', 'ug', 'uj') 1
('n', 'y', 'd') 1
('v', 'eng', 'x') 1
('v', 'l', 'zg') 1
('e', 'r', 'v') 1
('a', 'ng', 'v') 1
('v', 'nr', 'ns') 1
('p', 'v', 'vn') 1
('m', 'f', 'l') 1
('ns', 'r', 'v') 1
('i', 'c', 'd') 1
('x', 'x', 'u') 1
('v', 'ns', 'v') 1
('v', 'm', 'f') 1
('n', 'n', 'vn') 1
('nz', 'n', 'd') 1
('v', 'f', 'd') 1
('n', 'c', 'd') 1
('n', 'f', 'ns') 1
('v', 'ud', 'd') 1
('m', 'v', 'p') 1
('ns', 'n', 'd') 1
('nr', 'p', 'v') 1
('j', 'b', 'uj') 1
('d', 'ns', 'y') 1
('l', 'n', 'v') 1
('v', 'r', 'zg') 1
('r', 'v', 's') 1
('p', 't', 'uj') 1
('v', 'vn', 'd') 1
('n', 'uj', 'f') 1
('f', 'd', 'nz') 1
('n', 'd', 'l') 1
('v', 'p', 's') 1
('f', 'ns', 'nz') 1
('d', 'n', 'zg') 1
('v', 'ul', 'nr') 1
('m', 'c', 'v') 1
('m', 'b', 'n') 1
('v', 'ud', 'v') 1
('v', 'm', 't') 1
('v', 'v', 'df') 1
('n', 'm', 'm') 1
('p', 'n', 'i') 1
('a', 'n', 'ul') 1
('l', 'r', 'd') 1
('d', 'v', 'ug') 1
('s', 'u', 'n') 1
('m', 'm', 'uj') 1
('r', 'nr', 'x') 1
('n', 'r', 'i') 1
('u', 'nz', 'r') 1
('n', 'x', 'x') 1
